법정동코드,시도명,시군구명,읍면동명,리명,순위,생성일자,삭제일자,과거법정동코드
3611034034,세종특별자치시,세종시,금남면,대박리,14,,,
3611034035,세종특별자치시,세종시,금남면,부용리,15,,,
3611034036,세종특별자치시,세종시,금남면,장재리,16,,,
3611034037,세종특별자치시,세종시,금남면,호탄리,17,,,
3611034038,세종특별자치시,세종시,금남면,신촌리,18,,,
3611034039,세종특별자치시,세종시,금남면,도암리,19,,,
3611034040,세종특별자치시,세종시,금남면,성덕리,20,,,
3611034041,세종특별자치시,세종시,금남면,영곡리,21,,,
3611034042,세종특별자치시,세종시,금남면,성강리,22,,,
3611034043,세종특별자치시,세종시,금남면,봉암리,23,,,
3611034044,세종특별자치시,세종시,금남면,국곡리,24,,,
3611034045,세종특별자치시,세종시,금남면,원봉리,25,,,
3611034046,세종특별자치시,세종시,금남면,도남리,26,,,
3611034047,세종특별자치시,세종시,금남면,집현리,27,,2020-07-15,
3611035000,세종특별자치시,세종시,장군면,,6,,,
3611035021,세종특별자치시,세종시,장군면,도계리,1,,,
3611035022,세종특별자치시,세종시,장군면,평기리,2,,,
3611035023,세종특별자치시,세종시,장군면,대교리,3,,,
3611035024,세종특별자치시,세종시,장군면,봉안리,4,,,
3611035025,세종특별자치시,세종시,장군면,금암리,5,,,
3611035026,세종특별자치시,세종시,장군면,하봉리,6,,,
3611035027,세종특별자치시,세종시,장군면,은용리,7,,,
3611035028,세종특별자치시,세종시,장군면,산학리,8,,,
3611035029,세종특별자치시,세종시,장군면,송문리,9,,,
3611035030,세종특별자치시,세종시,장군면,송정리,10,,,
3611035031,세종특별자치시,세종시,장군면,송학리,11,,,
3611035032,세종특별자치시,세종시,장군면,용현리,12,,,
3611035033,세종특별자치시,세종시,장군면,용암리,13,,,
3611035034,세종특별자치시,세종시,장군면,태산리,14,,,
3611036000,세종특별자치시,세종시,연서면,,7,,,
3611036021,세종특별자치시,세종시,연서면,월하리,1,,,
3611036022,세종특별자치시,세종시,연서면,쌍전리,2,,,
3611036023,세종특별자치시,세종시,연서면,성제리,3,,,
3611036024,세종특별자치시,세종시,연서면,고복리,4,,,
3611036025,세종특별자치시,세종시,연서면,용암리,5,,,
3611036026,세종특별자치시,세종시,연서면,쌍류리,6,,,
3611036027,세종특별자치시,세종시,연서면,청라리,7,,,
3611036028,세종특별자치시,세종시,연서면,기룡리,8,,,
3611036029,세종특별자치시,세종시,연서면,신대리,9,,,
3611036030,세종특별자치시,세종시,연서면,국촌리,10,,,
3611036031,세종특별자치시,세종시,연서면,와촌리,11,,,
3611036032,세종특별자치시,세종시,연서면,부동리,12,,,
3611036033,세종특별자치시,세종시,연서면,봉암리,13,,,
3611037000,세종특별자치시,세종시,전의면,,8,,,
3611037021,세종특별자치시,세종시,전의면,읍내리,1,,,
3611037022,세종특별자치시,세종시,전의면,동교리,2,,,
3611037023,세종특별자치시,세종시,전의면,서정리,3,,,
3611037024,세종특별자치시,세종시,전의면,원성리,4,,,
3611037025,세종특별자치시,세종시,전의면,신흥리,5,,,
3611037026,세종특별자치시,세종시,전의면,유천리,6,,,
3611037027,세종특별자치시,세종시,전의면,관정리,7,,,
3611037028,세종특별자치시,세종시,전의면,신정리,8,,,
3611037029,세종특별자치시,세종시,전의면,노곡리,9,,,
3611037030,세종특별자치시,세종시,전의면,신방리,10,,,
3611037031,세종특별자치시,세종시,전의면,영당리,11,,,
3611037032,세종특별자치시,세종시,전의면,양곡리,12,,,
3611037033,세종특별자치시,세종시,전의면,달전리,13,,,
3611037034,세종특별자치시,세종시,전의면,금사리,14,,,
3611037035,세종특별자치시,세종시,전의면,다방리,15,,,
3611038000,세종특별자치시,세종시,전동면,,9,,,
3611038021,세종특별자치시,세종시,전동면,노장리,1,,,
3611038022,세종특별자치시,세종시,전동면,봉대리,2,,,
3611038023,세종특별자치시,세종시,전동면,청송리,3,,,
3611038024,세종특별자치시,세종시,전동면,석곡리,4,,,
3611038025,세종특별자치시,세종시,전동면,보덕리,5,,,
3611038026,세종특별자치시,세종시,전동면,송곡리,6,,,
3611038027,세종특별자치시,세종시,전동면,송정리,7,,,
3611038028,세종특별자치시,세종시,전동면,청람리,8,,,
3611038029,세종특별자치시,세종시,전동면,미곡리,9,,,
3611038030,세종특별자치시,세종시,전동면,송성리,10,,,
3611038031,세종특별자치시,세종시,전동면,심중리,11,,,
3611039000,세종특별자치시,세종시,소정면,,10,,,
3611039021,세종특별자치시,세종시,소정면,소정리,1,,,
3611039022,세종특별자치시,세종시,소정면,운당리,2,,,
3611039023,세종특별자치시,세종시,소정면,대곡리,3,,,
3611039024,세종특별자치시,세종시,소정면,고등리,4,,,
4100000000,경기도,,,,8,1988-04-23,,
4101000000,경기도,인천시,,,0,1988-04-23,1988-04-23,
4101000100,경기도,인천시,관동2가,,0,1988-04-23,1988-04-23,
4101000200,경기도,인천시,중앙동1가,,0,1988-04-23,1988-04-23,
4101000300,경기도,인천시,중앙동2가,,0,1988-04-23,1988-04-23,
4101000400,경기도,인천시,중앙동3가,,0,1988-04-23,1988-04-23,
4101000500,경기도,인천시,중앙동4가,,0,1988-04-23,1988-04-23,
4101000600,경기도,인천시,해안동1가,,0,1988-04-23,1988-04-23,
4101000700,경기도,인천시,해안동2가,,0,1988-04-23,1988-04-23,
4101000800,경기도,인천시,해안동3가,,0,1988-04-23,1988-04-23,
4101000900,경기도,인천시,해안동4가,,0,1988-04-23,1988-04-23,
4101001000,경기도,인천시,항동1가,,0,1988-04-23,1988-04-23,
4101001100,경기도,인천시,항동2가,,0,1988-04-23,1988-04-23,
4101001200,경기도,인천시,항동3가,,0,1988-04-23,1988-04-23,
4101001300,경기도,인천시,항동4가,,0,1988-04-23,1988-04-23,
4101001400,경기도,인천시,항동5가,,0,1988-04-23,1988-04-23,
4101001500,경기도,인천시,항동6가,,0,1988-04-23,1988-04-23,
4101001600,경기도,인천시,항동7가,,0,1988-04-23,1988-04-23,
4101001700,경기도,인천시,관동1가,,0,1988-04-23,1988-04-23,
4101001800,경기도,인천시,관동3가,,0,1988-04-23,1988-04-23,
4101001900,경기도,인천시,송학동1가,,0,1988-04-23,1988-04-23,
4101002000,경기도,인천시,송학동2가,,0,1988-04-23,1988-04-23,
4101002100,경기도,인천시,송학동3가,,0,1988-04-23,1988-04-23,
4101002200,경기도,인천시,사동,,0,1988-04-23,1988-04-23,
4101002300,경기도,인천시,신생동,,0,1988-04-23,1988-04-23,
4101002400,경기도,인천시,신포동,,0,1988-04-23,1988-04-23,
4101002500,경기도,인천시,답동,,0,1988-04-23,1988-04-23,
4101002600,경기도,인천시,신흥동1가,,0,1988-04-23,1988-04-23,
4101002700,경기도,인천시,신흥동2가,,0,1988-04-23,1988-04-23,
4101002800,경기도,인천시,신흥동3가,,0,1988-04-23,1988-04-23,
4101002900,경기도,인천시,선화동,,0,1988-04-23,1988-04-23,
4101003000,경기도,인천시,도원동,,0,1988-04-23,1988-04-23,
4101003100,경기도,인천시,율목동,,0,1988-04-23,1988-04-23,
4101003200,경기도,인천시,유동,,0,1988-04-23,1988-04-23,
4101003300,경기도,인천시,경동,,0,1988-04-23,1988-04-23,
4101003400,경기도,인천시,내동,,0,1988-04-23,1988-04-23,
4101003500,경기도,인천시,용동,,0,1988-04-23,1988-04-23,
4101003600,경기도,인천시,인현동,,0,1988-04-23,1988-04-23,
4101003700,경기도,인천시,전동,,0,1988-04-23,1988-04-23,
4101003800,경기도,인천시,선린동,,0,1988-04-23,1988-04-23,
4101003900,경기도,인천시,북성동1가,,0,1988-04-23,1988-04-23,
4101004000,경기도,인천시,북성동2가,,0,1988-04-23,1988-04-23,
4101004100,경기도,인천시,북성동3가,,0,1988-04-23,1988-04-23,
4101004200,경기도,인천시,송월동1가,,0,1988-04-23,1988-04-23,
4101004300,경기도,인천시,송월동2가,,0,1988-04-23,1988-04-23,
4101004400,경기도,인천시,송월동3가,,0,1988-04-23,1988-04-23,
4101004500,경기도,인천시,만석동,,0,1988-04-23,1988-04-23,
4101004600,경기도,인천시,화수동,,0,1988-04-23,1988-04-23,
4101004700,경기도,인천시,화평동,,0,1988-04-23,1988-04-23,
4101004800,경기도,인천시,송현동,,0,1988-04-23,1988-04-23,
4101004900,경기도,인천시,송림동,,0,1988-04-23,1988-04-23,
4101005000,경기도,인천시,금곡동,,0,1988-04-23,1988-04-23,
4101005100,경기도,인천시,창영동,,0,1988-04-23,1988-04-23,
4101005200,경기도,인천시,숭의동,,0,1988-04-23,1988-04-23,
4101005300,경기도,인천시,용현동,,0,1988-04-23,1988-04-23,
4101005400,경기도,인천시,학익동,,0,1988-04-23,1988-04-23,
4101005500,경기도,인천시,옥련동,,0,1988-04-23,1988-04-23,
4101005600,경기도,인천시,도화동,,0,1988-04-23,1988-04-23,
4101005700,경기도,인천시,주안동,,0,1988-04-23,1988-04-23,
4101005800,경기도,인천시,구월동,,0,1988-04-23,1988-04-23,
4101005900,경기도,인천시,간석동,,0,1988-04-23,1988-04-23,
4101006000,경기도,인천시,관교동,,0,1988-04-23,1988-04-23,
4101006100,경기도,인천시,문학동,,0,1988-04-23,1988-04-23,
4101006200,경기도,인천시,선학동,,0,1988-04-23,1988-04-23,
4101006300,경기도,인천시,남촌동,,0,1988-04-23,1988-04-23,
4101006400,경기도,인천시,연수동,,0,1988-04-23,1988-04-23,
4101006500,경기도,인천시,청학동,,0,1988-04-23,1988-04-23,
4101006600,경기도,인천시,동춘동,,0,1988-04-23,1988-04-23,
4101006700,경기도,인천시,만수동,,0,1988-04-23,1988-04-23,
4101006800,경기도,인천시,장수동,,0,1988-04-23,1988-04-23,
4101006900,경기도,인천시,서창동,,0,1988-04-23,1988-04-23,
4101007000,경기도,인천시,운연동,,0,1988-04-23,1988-04-23,
4101007100,경기도,인천시,도림동,,0,1988-04-23,1988-04-23,
4101007200,경기도,인천시,수산동,,0,1988-04-23,1988-04-23,
4101007300,경기도,인천시,논현동,,0,1988-04-23,1988-04-23,
4101007400,경기도,인천시,고잔동,,0,1988-04-23,1988-04-23,
4101007500,경기도,인천시,부평동,,0,1988-04-23,1988-04-23,
4101007600,경기도,인천시,산곡동,,0,1988-04-23,1988-04-23,
4101007700,경기도,인천시,청천동,,0,1988-04-23,1988-04-23,
4101007800,경기도,인천시,효성동,,0,1988-04-23,1988-04-23,
4101007900,경기도,인천시,계산동,,0,1988-04-23,1988-04-23,
4101008000,경기도,인천시,작전동,,0,1988-04-23,1988-04-23,
4101008100,경기도,인천시,서운동,,0,1988-04-23,1988-04-23,
4101008200,경기도,인천시,갈산동,,0,1988-04-23,1988-04-23,
4101008300,경기도,인천시,삼산동,,0,1988-04-23,1988-04-23,
4101008400,경기도,인천시,부개동,,0,1988-04-23,1988-04-23,
4101008500,경기도,인천시,일신동,,0,1988-04-23,1988-04-23,
4101008600,경기도,인천시,구산동,,0,1988-04-23,1988-04-23,
4101008700,경기도,인천시,십정동,,0,1988-04-23,1988-04-23,
4101008800,경기도,인천시,검암동,,0,1988-04-23,1988-04-23,
4101008900,경기도,인천시,백석동,,0,1988-04-23,1988-04-23,
4101009000,경기도,인천시,시천동,,0,1988-04-23,1988-04-23,
4101009100,경기도,인천시,경서동,,0,1988-04-23,1988-04-23,
4101009200,경기도,인천시,연희동,,0,1988-04-23,1988-04-23,
4101009300,경기도,인천시,공촌동,,0,1988-04-23,1988-04-23,
4101009400,경기도,인천시,심곡동,,0,1988-04-23,1988-04-23,
4101009500,경기도,인천시,신현동,,0,1988-04-23,1988-04-23,
4101009600,경기도,인천시,가정동,,0,1988-04-23,1988-04-23,
4101009700,경기도,인천시,석남동,,0,1988-04-23,1988-04-23,
4101009800,경기도,인천시,원창동,,0,1988-04-23,1988-04-23,
4101009900,경기도,인천시,가좌동,,0,1988-04-23,1988-04-23,
4101010000,경기도,인천시,북성동,,0,1988-04-23,1988-04-23,
4101010100,경기도,인천시,송월동,,0,1988-04-23,1988-04-23,
4101010200,경기도,인천시,중앙동,,0,1988-04-23,1988-04-23,
4101010300,경기도,인천시,항동,,0,1988-04-23,1988-04-23,
4101010400,경기도,인천시,신흥동,,0,1988-04-23,1988-04-23,
4101010500,경기도,인천시,관동,,0,1988-04-23,1988-04-23,
4101010600,경기도,인천시,해안동,,0,1988-04-23,1988-04-23,
4101010700,경기도,인천시,송학동,,0,1988-04-23,1988-04-23,
4101100000,경기도,인천시중구,,,0,1988-04-23,1988-04-23,
4101100100,경기도,인천시중구,관동2가,,0,1988-04-23,1988-04-23,
4101100200,경기도,인천시중구,중앙동1가,,0,1988-04-23,1988-04-23,
4101100300,경기도,인천시중구,중앙동2가,,0,1988-04-23,1988-04-23,
4101100400,경기도,인천시중구,중앙동3가,,0,1988-04-23,1988-04-23,
4101100500,경기도,인천시중구,중앙동4가,,0,1988-04-23,1988-04-23,
4101100600,경기도,인천시중구,해안동1가,,0,1988-04-23,1988-04-23,
4101100700,경기도,인천시중구,해안동2가,,0,1988-04-23,1988-04-23,
4101100800,경기도,인천시중구,해안동3가,,0,1988-04-23,1988-04-23,
4101100900,경기도,인천시중구,해안동4가,,0,1988-04-23,1988-04-23,
4101101000,경기도,인천시중구,항동1가,,0,1988-04-23,1988-04-23,
4101101100,경기도,인천시중구,항동2가,,0,1988-04-23,1988-04-23,
4101101200,경기도,인천시중구,항동3가,,0,1988-04-23,1988-04-23,
4101101300,경기도,인천시중구,항동4가,,0,1988-04-23,1988-04-23,
4101101400,경기도,인천시중구,항동5가,,0,1988-04-23,1988-04-23,
4101101500,경기도,인천시중구,항동6가,,0,1988-04-23,1988-04-23,
4101101600,경기도,인천시중구,항동7가,,0,1988-04-23,1988-04-23,
4101101700,경기도,인천시중구,관동1가,,0,1988-04-23,1988-04-23,
4101101800,경기도,인천시중구,관동3가,,0,1988-04-23,1988-04-23,
4101101900,경기도,인천시중구,송학동1가,,0,1988-04-23,1988-04-23,
4101102000,경기도,인천시중구,송학동2가,,0,1988-04-23,1988-04-23,
4101102100,경기도,인천시중구,송학동3가,,0,1988-04-23,1988-04-23,
4101102200,경기도,인천시중구,사동,,0,1988-04-23,1988-04-23,
4101102300,경기도,인천시중구,신생동,,0,1988-04-23,1988-04-23,
4101102400,경기도,인천시중구,신포동,,0,1988-04-23,1988-04-23,
4101102500,경기도,인천시중구,답동,,0,1988-04-23,1988-04-23,
4101102600,경기도,인천시중구,신흥동1가,,0,1988-04-23,1988-04-23,
4101102700,경기도,인천시중구,신흥동2가,,0,1988-04-23,1988-04-23,
4101102800,경기도,인천시중구,신흥동3가,,0,1988-04-23,1988-04-23,
4101102900,경기도,인천시중구,선화동,,0,1988-04-23,1988-04-23,
4101103000,경기도,인천시중구,도원동,,0,1988-04-23,1988-04-23,
4101103100,경기도,인천시중구,율목동,,0,1988-04-23,1988-04-23,
4101103200,경기도,인천시중구,유동,,0,1988-04-23,1988-04-23,
4101103300,경기도,인천시중구,경동,,0,1988-04-23,1988-04-23,
4101103400,경기도,인천시중구,내동,,0,1988-04-23,1988-04-23,
4101103500,경기도,인천시중구,용동,,0,1988-04-23,1988-04-23,
4101103600,경기도,인천시중구,인현동,,0,1988-04-23,1988-04-23,
4101103700,경기도,인천시중구,전동,,0,1988-04-23,1988-04-23,
4101103800,경기도,인천시중구,선린동,,0,1988-04-23,1988-04-23,
4101103900,경기도,인천시중구,북성동1가,,0,1988-04-23,1988-04-23,
4101104000,경기도,인천시중구,북성동2가,,0,1988-04-23,1988-04-23,
4101104100,경기도,인천시중구,북성동3가,,0,1988-04-23,1988-04-23,
4101104200,경기도,인천시중구,송월동1가,,0,1988-04-23,1988-04-23,
4101104300,경기도,인천시중구,송월동2가,,0,1988-04-23,1988-04-23,
4101104400,경기도,인천시중구,송월동3가,,0,1988-04-23,1988-04-23,
4101104500,경기도,인천시중구,북성동,,0,1988-04-23,1988-04-23,
4101104600,경기도,인천시중구,관동,,0,1988-04-23,1988-04-23,
4101104700,경기도,인천시중구,해안동,,0,1988-04-23,1988-04-23,
4101104800,경기도,인천시중구,송학동,,0,1988-04-23,1988-04-23,
4101104900,경기도,인천시중구,송월동,,0,1988-04-23,1988-04-23,
4101105000,경기도,인천시중구,중앙동,,0,1988-04-23,1988-04-23,
4101105100,경기도,인천시중구,항동,,0,1988-04-23,1988-04-23,
4101105200,경기도,인천시중구,신흥동,,0,1988-04-23,1988-04-23,
4101200000,경기도,인천시동구,,,0,1988-04-23,1988-04-23,
4101200100,경기도,인천시동구,만석동,,0,1988-04-23,1988-04-23,
4101200200,경기도,인천시동구,화수동1동,,0,1988-04-23,1988-04-23,
4101200300,경기도,인천시동구,화수동2동,,0,1988-04-23,1988-04-23,
4101200400,경기도,인천시동구,화수동3동,,0,1988-04-23,1988-04-23,
4101200500,경기도,인천시동구,화평동,,0,1988-04-23,1988-04-23,
4101200600,경기도,인천시동구,송현동1동,,0,1988-04-23,1988-04-23,
4101200700,경기도,인천시동구,송현동2동,,0,1988-04-23,1988-04-23,
4101200800,경기도,인천시동구,송현동3동,,0,1988-04-23,1988-04-23,
4101200900,경기도,인천시동구,송현동4동,,0,1988-04-23,1988-04-23,
4101201000,경기도,인천시동구,송림동1동,,0,1988-04-23,1988-04-23,
4101201100,경기도,인천시동구,송림동2동,,0,1988-04-23,1988-04-23,
4101201200,경기도,인천시동구,송림동3동,,0,1988-04-23,1988-04-23,
4101201300,경기도,인천시동구,송림동4동,,0,1988-04-23,1988-04-23,
4101201400,경기도,인천시동구,금곡동1동,,0,1988-04-23,1988-04-23,
4101201500,경기도,인천시동구,금곡동2동,,0,1988-04-23,1988-04-23,
4101201600,경기도,인천시동구,창영동,,0,1988-04-23,1988-04-23,
4101201700,경기도,인천시동구,화수동,,0,1988-04-23,1988-04-23,
4101201800,경기도,인천시동구,송림동,,0,1988-04-23,1988-04-23,
4101201900,경기도,인천시동구,송현동,,0,1988-04-23,1988-04-23,
4101202000,경기도,인천시동구,금곡동,,0,1988-04-23,1988-04-23,
4101300000,경기도,인천시남구,,,0,1988-04-23,1988-04-23,
4101300100,경기도,인천시남구,숭의동1동,,0,1988-04-23,1988-04-23,
4101300200,경기도,인천시남구,숭의동2동,,0,1988-04-23,1988-04-23,
4101300300,경기도,인천시남구,숭의동3동,,0,1988-04-23,1988-04-23,
4101300400,경기도,인천시남구,숭의동4동,,0,1988-04-23,1988-04-23,
4101300500,경기도,인천시남구,용현동1동,,0,1988-04-23,1988-04-23,
4101300600,경기도,인천시남구,용현동2동,,0,1988-04-23,1988-04-23,
4101300700,경기도,인천시남구,학익동,,0,1988-04-23,1988-04-23,
4101300800,경기도,인천시남구,옥련동,,0,1988-04-23,1988-04-23,
4101300900,경기도,인천시남구,도화동1동,,0,1988-04-23,1988-04-23,
4101301000,경기도,인천시남구,도화동2동,,0,1988-04-23,1988-04-23,
4101301100,경기도,인천시남구,주안동1동,,0,1988-04-23,1988-04-23,
4101301200,경기도,인천시남구,주안동2동,,0,1988-04-23,1988-04-23,
4101301300,경기도,인천시남구,구월동,,0,1988-04-23,1988-04-23,
4101301400,경기도,인천시남구,간석동,,0,1988-04-23,1988-04-23,
4101301500,경기도,인천시남구,관교동,,0,1988-04-23,1988-04-23,
4101301600,경기도,인천시남구,문학동,,0,1988-04-23,1988-04-23,
4101301700,경기도,인천시남구,선학동,,0,1988-04-23,1988-04-23,
4101301800,경기도,인천시남구,남촌동,,0,1988-04-23,1988-04-23,
4101301900,경기도,인천시남구,연수동,,0,1988-04-23,1988-04-23,
4101302000,경기도,인천시남구,청학동,,0,1988-04-23,1988-04-23,
4101302100,경기도,인천시남구,동춘동,,0,1988-04-23,1988-04-23,
4101302200,경기도,인천시남구,만수동,,0,1988-04-23,1988-04-23,
4101302300,경기도,인천시남구,장수동,,0,1988-04-23,1988-04-23,
4101302400,경기도,인천시남구,서창동,,0,1988-04-23,1988-04-23,
4101302500,경기도,인천시남구,운연동,,0,1988-04-23,1988-04-23,
4101302600,경기도,인천시남구,도림동,,0,1988-04-23,1988-04-23,
4101302700,경기도,인천시남구,수산동,,0,1988-04-23,1988-04-23,
4101302800,경기도,인천시남구,논현동1동,,0,1988-04-23,1988-04-23,
4101302900,경기도,인천시남구,논현동2동,,0,1988-04-23,1988-04-23,
4101303000,경기도,인천시남구,고잔동,,0,1988-04-23,1988-04-23,
4101303100,경기도,인천시남구,구기동,,0,1988-04-23,1988-04-23,
4101303200,경기도,인천시남구,용현동,,0,1988-04-23,1988-04-23,
4101303300,경기도,인천시남구,주안동,,0,1988-04-23,1988-04-23,
4101303400,경기도,인천시남구,숭의동,,0,1988-04-23,1988-04-23,
4101303500,경기도,인천시남구,도화동,,0,1988-04-23,1988-04-23,
4101303600,경기도,인천시남구,논현동,,0,1988-04-23,1988-04-23,
4101400000,경기도,인천시북구,,,0,1988-04-23,1988-04-23,
4101400100,경기도,인천시북구,부평동1동,,0,1988-04-23,1988-04-23,
4101400200,경기도,인천시북구,부평동2동,,0,1988-04-23,1988-04-23,
4101400300,경기도,인천시북구,부평동3동,,0,1988-04-23,1988-04-23,
4101400400,경기도,인천시북구,산곡동,,0,1988-04-23,1988-04-23,
4101400500,경기도,인천시북구,청천동,,0,1988-04-23,1988-04-23,
4101400600,경기도,인천시북구,효성동,,0,1988-04-23,1988-04-23,
4101400700,경기도,인천시북구,계산동1동,,0,1988-04-23,1988-04-23,
4101400800,경기도,인천시북구,계산동2동,,0,1988-04-23,1988-04-23,
4101400900,경기도,인천시북구,작전동,,0,1988-04-23,1988-04-23,
4101401000,경기도,인천시북구,서운동,,0,1988-04-23,1988-04-23,
4101401100,경기도,인천시북구,갈산동,,0,1988-04-23,1988-04-23,
4101401200,경기도,인천시북구,삼산동,,0,1988-04-23,1988-04-23,
4101401300,경기도,인천시북구,부개동,,0,1988-04-23,1988-04-23,
4101401400,경기도,인천시북구,일신동,,0,1988-04-23,1988-04-23,
4101401500,경기도,인천시북구,구산동,,0,1988-04-23,1988-04-23,
4101401600,경기도,인천시북구,십정동1동,,0,1988-04-23,1988-04-23,
4101401700,경기도,인천시북구,십정동2동,,0,1988-04-23,1988-04-23,
4101401800,경기도,인천시북구,검암동,,0,1988-04-23,1988-04-23,
4101401900,경기도,인천시북구,백석동,,0,1988-04-23,1988-04-23,
4101402000,경기도,인천시북구,시천동,,0,1988-04-23,1988-04-23,
4101402100,경기도,인천시북구,경서동,,0,1988-04-23,1988-04-23,
4101402200,경기도,인천시북구,연희동,,0,1988-04-23,1988-04-23,
4101402300,경기도,인천시북구,공촌동,,0,1988-04-23,1988-04-23,
4101402400,경기도,인천시북구,심곡동,,0,1988-04-23,1988-04-23,
4101402500,경기도,인천시북구,신현동,,0,1988-04-23,1988-04-23,
4101402600,경기도,인천시북구,가정동,,0,1988-04-23,1988-04-23,
4101402700,경기도,인천시북구,석남동,,0,1988-04-23,1988-04-23,
4101402800,경기도,인천시북구,원창동,,0,1988-04-23,1988-04-23,
4101402900,경기도,인천시북구,가좌동,,0,1988-04-23,1988-04-23,
4101403000,경기도,인천시북구,백천동,,0,1988-04-23,1988-04-23,
4101403100,경기도,인천시북구,부평동,,0,1988-04-23,1988-04-23,
4101403200,경기도,인천시북구,십정동,,0,1988-04-23,1988-04-23,
4101403300,경기도,인천시북구,계산동,,0,1988-04-23,1988-04-23,
4105000000,경기도,부천군,,,0,1988-04-23,1988-04-23,
4105001000,경기도,부천군,소사읍,,0,1988-04-23,1988-04-23,
4105001001,경기도,부천군,소사읍,심곡리,0,1988-04-23,1988-04-23,
4105001002,경기도,부천군,소사읍,중리,0,1988-04-23,1988-04-23,
4105001003,경기도,부천군,소사읍,상리,0,1988-04-23,1988-04-23,
4105001004,경기도,부천군,소사읍,구지리,0,1988-04-23,1988-04-23,
4105001005,경기도,부천군,소사읍,소사리,0,1988-04-23,1988-04-23,
4105001006,경기도,부천군,소사읍,괴안리,0,1988-04-23,1988-04-23,
4105001007,경기도,부천군,소사읍,범박리,0,1988-04-23,1988-04-23,
4105001008,경기도,부천군,소사읍,벌응절리,0,1988-04-23,1988-04-23,
4105001009,경기도,부천군,소사읍,조종리,0,1988-04-23,1988-04-23,
4105001010,경기도,부천군,소사읍,표절리,0,1988-04-23,1988-04-23,
4105003000,경기도,부천군,소래면,,0,1988-04-23,1988-04-23,
4105003001,경기도,부천군,소래면,대야리,0,1988-04-23,1988-04-23,
4105003002,경기도,부천군,소래면,신천리,0,1988-04-23,1988-04-23,
4105003003,경기도,부천군,소래면,방산리,0,1988-04-23,1988-04-23,
4105003004,경기도,부천군,소래면,포리,0,1988-04-23,1988-04-23,
4105003005,경기도,부천군,소래면,미산리,0,1988-04-23,1988-04-23,
4105003006,경기도,부천군,소래면,은행리,0,1988-04-23,1988-04-23,
4105003007,경기도,부천군,소래면,안현리,0,1988-04-23,1988-04-23,
4105003008,경기도,부천군,소래면,매화리,0,1988-04-23,1988-04-23,
4105003009,경기도,부천군,소래면,도창리,0,1988-04-23,1988-04-23,
4105003010,경기도,부천군,소래면,금이리,0,1988-04-23,1988-04-23,
4105003011,경기도,부천군,소래면,무지리,0,1988-04-23,1988-04-23,
4105003012,경기도,부천군,소래면,과림리,0,1988-04-23,1988-04-23,
4105003013,경기도,부천군,소래면,옥길리,0,1988-04-23,1988-04-23,
4105003014,경기도,부천군,소래면,계수리,0,1988-04-23,1988-04-23,
4105003500,경기도,부천군,오정면,,0,1988-04-23,1988-04-23,
4105003501,경기도,부천군,오정면,원종리,0,1988-04-23,1988-04-23,
4105003502,경기도,부천군,오정면,고강리,0,1988-04-23,1988-04-23,
4105003503,경기도,부천군,오정면,작리,0,1988-04-23,1988-04-23,
4105003504,경기도,부천군,오정면,여월리,0,1988-04-23,1988-04-23,
4105003505,경기도,부천군,오정면,도강리,0,1988-04-23,1988-04-23,
4105003506,경기도,부천군,오정면,내리,0,1988-04-23,1988-04-23,
4105003507,경기도,부천군,오정면,약대리,0,1988-04-23,1988-04-23,
4105003508,경기도,부천군,오정면,삼정리,0,1988-04-23,1988-04-23,
4105003509,경기도,부천군,오정면,오정리,0,1988-04-23,1988-04-23,
4105003510,경기도,부천군,오정면,대장리,0,1988-04-23,1988-04-23,
4105004000,경기도,부천군,계양면,,0,1988-04-23,1988-04-23,
4105004001,경기도,부천군,계양면,장기리,0,1988-04-23,1988-04-23,
4105004002,경기도,부천군,계양면,임학리,0,1988-04-23,1988-04-23,
4105004003,경기도,부천군,계양면,용종리,0,1988-04-23,1988-04-23,
4105004004,경기도,부천군,계양면,병방리,0,1988-04-23,1988-04-23,
4105004005,경기도,부천군,계양면,방축리,0,1988-04-23,1988-04-23,
4105004006,경기도,부천군,계양면,박촌리,0,1988-04-23,1988-04-23,
4105004007,경기도,부천군,계양면,동양리,0,1988-04-23,1988-04-23,
4105004008,경기도,부천군,계양면,귤현리,0,1988-04-23,1988-04-23,
4105004009,경기도,부천군,계양면,상야리,0,1988-04-23,1988-04-23,
4105004010,경기도,부천군,계양면,하야리,0,1988-04-23,1988-04-23,
4105004011,경기도,부천군,계양면,평리,0,1988-04-23,1988-04-23,
4105004012,경기도,부천군,계양면,선주지리,0,1988-04-23,1988-04-23,
4105004013,경기도,부천군,계양면,이화리,0,1988-04-23,1988-04-23,
4105004014,경기도,부천군,계양면,오류리,0,1988-04-23,1988-04-23,
4105004015,경기도,부천군,계양면,갈산리,0,1988-04-23,1988-04-23,
4105004016,경기도,부천군,계양면,둑실리,0,1988-04-23,1988-04-23,
4105004017,경기도,부천군,계양면,목상리,0,1988-04-23,1988-04-23,
4105004018,경기도,부천군,계양면,다남리,0,1988-04-23,1988-04-23,
4105004019,경기도,부천군,계양면,노오지리,0,1988-04-23,1988-04-23,
4105004500,경기도,부천군,영종면,,0,1988-04-23,1988-04-23,
4105004501,경기도,부천군,영종면,운남리,0,1988-04-23,1988-04-23,
